# TOPAS Version: 3.9
# Parameter File: //home/byui-physics/topas_demos/demo01_basic/TsUserParameters.txt
# Results for scorer: Dose
# Scored in component: Target
# X in 40 bins of 0.25 cm
# Y in 40 bins of 0.25 cm
# Z in 40 bins of 0.25 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 0
0, 0, 1, 0
0, 0, 2, 0
0, 0, 3, 0
0, 0, 4, 0
0, 0, 5, 0
0, 0, 6, 0
0, 0, 7, 0
0, 0, 8, 0
0, 0, 9, 0
0, 0, 10, 0
0, 0, 11, 0
0, 0, 12, 7.717269601137389e-10
0, 0, 13, 0
0, 0, 14, 0
0, 0, 15, 0
0, 0, 16, 0
0, 0, 17, 0
0, 0, 18, 0
0, 0, 19, 0
0, 0, 20, 0
0, 0, 21, 0
0, 0, 22, 0
0, 0, 23, 0
0, 0, 24, 7.160687320872938e-11
0, 0, 25, 0
0, 0, 26, 0
0, 0, 27, 0
0, 0, 28, 0
0, 0, 29, 0
0, 0, 30, 0
0, 0, 31, 0
0, 0, 32, 0
0, 0, 33, 0
0, 0, 34, 1.043932607025511e-09
0, 0, 35, 0
0, 0, 36, 0
0, 0, 37, 0
0, 0, 38, 0
0, 0, 39, 1.975743124660312e-09
0, 1, 0, 0
0, 1, 1, 0
0, 1, 2, 0
0, 1, 3, 2.361808526529785e-10
0, 1, 4, 0
0, 1, 5, 0
0, 1, 6, 0
0, 1, 7, 0
0, 1, 8, 0
0, 1, 9, 0
0, 1, 10, 0
0, 1, 11, 0
0, 1, 12, 0
0, 1, 13, 0
0, 1, 14, 0
0, 1, 15, 0
0, 1, 16, 0
0, 1, 17, 0
0, 1, 18, 0
0, 1, 19, 0
0, 1, 20, 0
0, 1, 21, 0
0, 1, 22, 0
0, 1, 23, 0
0, 1, 24, 0
0, 1, 25, 1.960464901529235e-09
0, 1, 26, 0
0, 1, 27, 0
0, 1, 28, 0
0, 1, 29, 0
0, 1, 30, 1.129156490531358e-11
0, 1, 31, 0
0, 1, 32, 0
0, 1, 33, 0
0, 1, 34, 0
0, 1, 35, 0
0, 1, 36, 0
0, 1, 37, 0
0, 1, 38, 0
0, 1, 39, 0
0, 2, 0, 0
0, 2, 1, 0
0, 2, 2, 0
0, 2, 3, 0
0, 2, 4, 0
0, 2, 5, 0
0, 2, 6, 0
0, 2, 7, 0
0, 2, 8, 0
0, 2, 9, 0
0, 2, 10, 0
0, 2, 11, 0
0, 2, 12, 1.229962354187819e-09
0, 2, 13, 0
0, 2, 14, 0
0, 2, 15, 0
0, 2, 16, 0
0, 2, 17, 0
0, 2, 18, 0
0, 2, 19, 0
0, 2, 20, 0
0, 2, 21, 0
0, 2, 22, 0
0, 2, 23, 0
0, 2, 24, 0
0, 2, 25, 0
0, 2, 26, 0
0, 2, 27, 0
0, 2, 28, 0
0, 2, 29, 0
0, 2, 30, 1.607375565981783e-09
0, 2, 31, 0
0, 2, 32, 0
0, 2, 33, 0
0, 2, 34, 0
0, 2, 35, 0
0, 2, 36, 0
0, 2, 37, 0
0, 2, 38, 0
0, 2, 39, 0
0, 3, 0, 0
0, 3, 1, 1.236856617126136e-09
0, 3, 2, 0
0, 3, 3, 0
0, 3, 4, 0
0, 3, 5, 0
0, 3, 6, 0
0, 3, 7, 0
0, 3, 8, 0
0, 3, 9, 0
0, 3, 10, 0
0, 3, 11, 0
0, 3, 12, 0
0, 3, 13, 0
0, 3, 14, 0
0, 3, 15, 0
0, 3, 16, 0
0, 3, 17, 0
0, 3, 18, 0
0, 3, 19, 0
0, 3, 20, 0
0, 3, 21, 0
0, 3, 22, 0
0, 3, 23, 0
0, 3, 24, 2.252529274215931e-09
0, 3, 25, 0
0, 3, 26, 0
0, 3, 27, 0
0, 3, 28, 0
0, 3, 29, 0
0, 3, 30, 0
0, 3, 31, 0
0, 3, 32, 0
0, 3, 33, 0
0, 3, 34, 0
0, 3, 35, 0
0, 3, 36, 0
0, 3, 37, 0
0, 3, 38, 0
0, 3, 39, 0
0, 4, 0, 0
0, 4, 1, 0
0, 4, 2, 5.483957177254695e-10
0, 4, 3, 0
0, 4, 4, 8.305307136469153e-11
0, 4, 5, 0
0, 4, 6, 0
0, 4, 7, 0
0, 4, 8, 2.560394340989092e-09
0, 4, 9, 0
0, 4, 10, 0
0, 4, 11, 0
0, 4, 12, 0
0, 4, 13, 0
0, 4, 14, 0
0, 4, 15, 0
0, 4, 16, 0
0, 4, 17, 2.209709672185145e-11
0, 4, 18, 0
0, 4, 19, 0
0, 4, 20, 0
0, 4, 21, 0
0, 4, 22, 0
0, 4, 23, 0
0, 4, 24, 9.875267270587074e-11
0, 4, 25, 0
0, 4, 26, 0
0, 4, 27, 0
0, 4, 28, 0
0, 4, 29, 0
0, 4, 30, 0
0, 4, 31, 0
0, 4, 32, 0
0, 4, 33, 0
0, 4, 34, 0
0, 4, 35, 0
0, 4, 36, 0
0, 4, 37, 0
0, 4, 38, 0
0, 4, 39, 2.392759768099495e-09
0, 5, 0, 2.356980444151446e-10
0, 5, 1, 0
0, 5, 2, 0
0, 5, 3, 0
0, 5, 4, 0
0, 5, 5, 0
0, 5, 6, 8.926670513886847e-10
0, 5, 7, 0
0, 5, 8, 0
0, 5, 9, 0
0, 5, 10, 0
0, 5, 11, 0
0, 5, 12, 0
0, 5, 13, 0
0, 5, 14, 0
0, 5, 15, 0
0, 5, 16, 0
0, 5, 17, 0
0, 5, 18, 1.748455547012639e-10
0, 5, 19, 1.527549961521935e-11
0, 5, 20, 0
0, 5, 21, 0
0, 5, 22, 0
0, 5, 23, 0
0, 5, 24, 0
0, 5, 25, 0
0, 5, 26, 0
0, 5, 27, 0
0, 5, 28, 0
0, 5, 29, 0
0, 5, 30, 2.289005873734595e-09
0, 5, 31, 0
0, 5, 32, 0
0, 5, 33, 2.07126715778827e-09
0, 5, 34, 0
0, 5, 35, 1.565990004337436e-09
0, 5, 36, 0
0, 5, 37, 0
0, 5, 38, 0
0, 5, 39, 0
0, 6, 0, 0
0, 6, 1, 0
0, 6, 2, 0
0, 6, 3, 0
0, 6, 4, 0
0, 6, 5, 0
0, 6, 6, 0
0, 6, 7, 0
0, 6, 8, 6.177768852033694e-10
0, 6, 9, 0
0, 6, 10, 0
0, 6, 11, 0
0, 6, 12, 0
0, 6, 13, 0
0, 6, 14, 0
0, 6, 15, 0
0, 6, 16, 5.181234885576202e-10
0, 6, 17, 0
0, 6, 18, 0
0, 6, 19, 0
0, 6, 20, 0
0, 6, 21, 0
0, 6, 22, 0
0, 6, 23, 0
0, 6, 24, 1.198231930343852e-10
0, 6, 25, 0
0, 6, 26, 0
0, 6, 27, 0
0, 6, 28, 0
0, 6, 29, 0
0, 6, 30, 0
0, 6, 31, 0
0, 6, 32, 0
0, 6, 33, 0
0, 6, 34, 0
0, 6, 35, 0
0, 6, 36, 0
0, 6, 37, 0
0, 6, 38, 0
0, 6, 39, 0
0, 7, 0, 0
0, 7, 1, 1.295942242407477e-09
0, 7, 2, 7.690054704134752e-10
0, 7, 3, 0
0, 7, 4, 0
0, 7, 5, 1.69989619602795e-10
0, 7, 6, 0
0, 7, 7, 0
0, 7, 8, 0
0, 7, 9, 0
0, 7, 10, 0
0, 7, 11, 2.505851082190702e-10
0, 7, 12, 0
0, 7, 13, 0
0, 7, 14, 0
0, 7, 15, 2.494613626780051e-09
0, 7, 16, 2.161095191688389e-10
0, 7, 17, 0
0, 7, 18, 0
0, 7, 19, 0
0, 7, 20, 0
0, 7, 21, 0
0, 7, 22, 0
0, 7, 23, 0
0, 7, 24, 0
0, 7, 25, 0
0, 7, 26, 0
0, 7, 27, 0
0, 7, 28, 0
0, 7, 29, 0
0, 7, 30, 1.816277572785907e-09
0, 7, 31, 0
0, 7, 32, 0
0, 7, 33, 0
0, 7, 34, 0
0, 7, 35, 0
0, 7, 36, 0
0, 7, 37, 0
0, 7, 38, 0
0, 7, 39, 0
0, 8, 0, 0
0, 8, 1, 0
0, 8, 2, 0
0, 8, 3, 0
0, 8, 4, 0
0, 8, 5, 0
0, 8, 6, 1.397728044416624e-09
0, 8, 7, 8.717737642882639e-10
0, 8, 8, 0
0, 8, 9, 5.414328985153816e-10
0, 8, 10, 2.158901529769608e-10
0, 8, 11, 0
0, 8, 12, 0
0, 8, 13, 0
0, 8, 14, 0
0, 8, 15, 0
0, 8, 16, 0
0, 8, 17, 0
0, 8, 18, 0
0, 8, 19, 0
0, 8, 20, 0
0, 8, 21, 0
0, 8, 22, 0
0, 8, 23, 8.216007318928575e-10
0, 8, 24, 2.954702260637987e-09
0, 8, 25, 0
0, 8, 26, 0
0, 8, 27, 0
0, 8, 28, 0
0, 8, 29, 0
0, 8, 30, 0
0, 8, 31, 0
0, 8, 32, 1.8675387902789e-09
0, 8, 33, 0
0, 8, 34, 0
0, 8, 35, 0
0, 8, 36, 2.501326090698086e-10
0, 8, 37, 0
0, 8, 38, 0
0, 8, 39, 0
0, 9, 0, 0
0, 9, 1, 0
0, 9, 2, 0
0, 9, 3, 0
0, 9, 4, 0
0, 9, 5, 0
0, 9, 6, 0
0, 9, 7, 0
0, 9, 8, 0
0, 9, 9, 0
0, 9, 10, 0
0, 9, 11, 0
0, 9, 12, 0
0, 9, 13, 0
0, 9, 14, 0
0, 9, 15, 0
0, 9, 16, 0
0, 9, 17, 0
0, 9, 18, 0
0, 9, 19, 0
0, 9, 20, 0
0, 9, 21, 0
0, 9, 22, 0
0, 9, 23, 0
0, 9, 24, 0
0, 9, 25, 0
0, 9, 26, 0
0, 9, 27, 0
0, 9, 28, 0
0, 9, 29, 2.820208067078056e-09
0, 9, 30, 4.491619923219226e-11
0, 9, 31, 0
0, 9, 32, 0
0, 9, 33, 0
0, 9, 34, 0
0, 9, 35, 0
0, 9, 36, 0
0, 9, 37, 7.199860707629568e-10
0, 9, 38, 0
0, 9, 39, 0
0, 10, 0, 0
0, 10, 1, 0
0, 10, 2, 0
0, 10, 3, 1.003442773317431e-09
0, 10, 4, 0
0, 10, 5, 0
0, 10, 6, 0
0, 10, 7, 0
0, 10, 8, 0
0, 10, 9, 0
0, 10, 10, 0
0, 10, 11, 0
0, 10, 12, 0
0, 10, 13, 0
0, 10, 14, 1.508246527670565e-09
0, 10, 15, 1.414250494491398e-09
0, 10, 16, 0
0, 10, 17, 0
0, 10, 18, 0
0, 10, 19, 0
0, 10, 20, 0
0, 10, 21, 6.495243926041283e-11
0, 10, 22, 1.064309057552393e-10
0, 10, 23, 0
0, 10, 24, 0
0, 10, 25, 1.693030049487732e-09
0, 10, 26, 0
0, 10, 27, 0
0, 10, 28, 0
0, 10, 29, 0
0, 10, 30, 0
0, 10, 31, 0
0, 10, 32, 0
0, 10, 33, 0
0, 10, 34, 0
0, 10, 35, 0
0, 10, 36, 0
0, 10, 37, 0
0, 10, 38, 0
0, 10, 39, 0
0, 11, 0, 0
0, 11, 1, 0
0, 11, 2, 0
0, 11, 3, 0
0, 11, 4, 4.68525385155516e-10
0, 11, 5, 0
0, 11, 6, 6.904278260222441e-10
0, 11, 7, 0
0, 11, 8, 3.037817566942103e-11
0, 11, 9, 0
0, 11, 10, 0
0, 11, 11, 0
0, 11, 12, 0
0, 11, 13, 0
0, 11, 14, 0
0, 11, 15, 1.657162629342679e-09
0, 11, 16, 1.025744211791135e-10
0, 11, 17, 1.974702623641633e-09
0, 11, 18, 0
0, 11, 19, 0
0, 11, 20, 1.228651180795737e-09
0, 11, 21, 0
0, 11, 22, 0
0, 11, 23, 0
0, 11, 24, 0
0, 11, 25, 0
0, 11, 26, 0
0, 11, 27, 0
0, 11, 28, 0
0, 11, 29, 0
0, 11, 30, 0
0, 11, 31, 0
0, 11, 32, 6.859321999286294e-10
0, 11, 33, 0
0, 11, 34, 0
0, 11, 35, 0
0, 11, 36, 0
0, 11, 37, 0
0, 11, 38, 0
0, 11, 39, 0
0, 12, 0, 0
0, 12, 1, 0
0, 12, 2, 0
0, 12, 3, 0
0, 12, 4, 0
0, 12, 5, 0
0, 12, 6, 0
0, 12, 7, 0
0, 12, 8, 0
0, 12, 9, 8.498217407559849e-11
0, 12, 10, 2.183092734364678e-10
0, 12, 11, 0
0, 12, 12, 0
0, 12, 13, 0
0, 12, 14, 0
0, 12, 15, 0
0, 12, 16, 0
0, 12, 17, 1.010785066757336e-10
0, 12, 18, 1.749835970565883e-10
0, 12, 19, 0
0, 12, 20, 0
0, 12, 21, 1.20434651140755e-09
0, 12, 22, 0
0, 12, 23, 0
0, 12, 24, 2.978975954803786e-10
0, 12, 25, 0
0, 12, 26, 0
0, 12, 27, 0
0, 12, 28, 0
0, 12, 29, 0
0, 12, 30, 1.261163951049582e-10
0, 12, 31, 0
0, 12, 32, 0
0, 12, 33, 0
0, 12, 34, 0
0, 12, 35, 2.881032079571355e-10
0, 12, 36, 0
0, 12, 37, 0
0, 12, 38, 0
0, 12, 39, 0
0, 13, 0, 0
0, 13, 1, 0
0, 13, 2, 0
0, 13, 3, 0
0, 13, 4, 0
0, 13, 5, 0
0, 13, 6, 0
0, 13, 7, 0
0, 13, 8, 0
0, 13, 9, 0
0, 13, 10, 0
0, 13, 11, 0
0, 13, 12, 3.517724167512171e-10
0, 13, 13, 9.871459205612609e-10
0, 13, 14, 0
0, 13, 15, 0
0, 13, 16, 0
0, 13, 17, 0
0, 13, 18, 1.866533455574526e-10
0, 13, 19, 1.485703116088644e-09
0, 13, 20, 0
0, 13, 21, 0
0, 13, 22, 4.13456824333025e-10
0, 13, 23, 0
0, 13, 24, 1.151447132086147e-10
0, 13, 25, 0
0, 13, 26, 0
0, 13, 27, 0
0, 13, 28, 0
0, 13, 29, 5.842852590642877e-11
0, 13, 30, 0
0, 13, 31, 0
0, 13, 32, 0
0, 13, 33, 3.65429220217095e-09
0, 13, 34, 0
0, 13, 35, 1.021088422148431e-10
0, 13, 36, 0
0, 13, 37, 0
0, 13, 38, 0
0, 13, 39, 1.6400989455434e-09
0, 14, 0, 0
0, 14, 1, 0
0, 14, 2, 0
0, 14, 3, 0
0, 14, 4, 0
0, 14, 5, 0
0, 14, 6, 3.923531499694377e-10
0, 14, 7, 8.385140359834509e-10
0, 14, 8, 4.950549414850514e-10
0, 14, 9, 0
0, 14, 10, 0
0, 14, 11, 6.375611705244921e-10
0, 14, 12, 0
0, 14, 13, 0
0, 14, 14, 0
0, 14, 15, 0
0, 14, 16, 0
0, 14, 17, 0
0, 14, 18, 0
0, 14, 19, 5.78909975512687e-10
0, 14, 20, 0
0, 14, 21, 0
0, 14, 22, 0
0, 14, 23, 2.419822398014304e-10
0, 14, 24, 0
0, 14, 25, 0
0, 14, 26, 0
0, 14, 27, 0
0, 14, 28, 0
0, 14, 29, 0
0, 14, 30, 0
0, 14, 31, 0
0, 14, 32, 0
0, 14, 33, 0
0, 14, 34, 0
0, 14, 35, 0
0, 14, 36, 0
0, 14, 37, 0
0, 14, 38, 0
0, 14, 39, 0
0, 15, 0, 9.570503278766296e-10
0, 15, 1, 0
0, 15, 2, 0
0, 15, 3, 3.97204796831474e-10
0, 15, 4, 0
0, 15, 5, 0
0, 15, 6, 0
0, 15, 7, 0
0, 15, 8, 2.990155345550249e-10
0, 15, 9, 6.753109182966455e-11
0, 15, 10, 0
